chunk_id	standard	version	req_id	regex_label	page	human_label	body_preview
56594b09-5130-4aba-b140-0c983967668c	CIP-013	3	R1	shall	4	1	R1. Each Responsible Entity shall develop one or more documented supply chain cyber  security risk management plan(s) for high and medium impact BCS and their  associated Electronic Access Control or Monitoring Systems (EACMS), Physical Access  Control Systems (PACS), and Shared Cyber Infrastructure (SCI). The plan(s) shall include:   [Violation Risk Factor: Medium] [Time Horizon: Operations Plann...
1c192ab4-97ec-450e-a8ef-6b9df5fcff16	CIP-013	3	M1	shall	4	1	M1. Evidence shall include one or more documented supply chain cyber security risk  management plan(s) as specified in the Requirement.
a7f64cff-431d-492f-b0b4-32eded7462be	CIP-013	3	R2	shall	4	1	R2. Each Responsible Entity shall implement its supply chain cyber security risk  management plan(s) specified in Requirement R1. [Violation Risk Factor: Medium]  [Time Horizon: Operations Planning]    Note: Implementation of the plan does not require the Responsible Entity to  renegotiate or abrogate existing contracts (including amendments to master  agreements and purchase orders). Additionally...
f28776ba-8083-495a-bcc6-a0635ec34a4d	CIP-013	3	M2	shall	4	1	M2. Evidence shall include documentation to demonstrate implementation of the supply  chain cyber security risk management plan(s), which could include, but is not limited  to, correspondence, policy documents, or working documents that demonstrate use  of the supply chain cyber security risk management plan.
6940e3ca-2fc9-444b-bcc8-83a156eefe17	CIP-013	3	R3	shall	5	1	R3. Each Responsible Entity shall review and obtain CIP Senior Manager or delegate  approval of its supply chain cyber security risk management plan(s) specified in  Requirement R1 at least once every 15 calendar months.  [Violation Risk Factor:  Medium] [Time Horizon: Operations Planning]
e9611630-d5f0-4701-88d5-52873b6d9290	CIP-013	3	M3	shall	5	1	M3. Evidence shall include the dated supply chain cyber security risk management plan(s)  approved by the CIP Senior Manager or delegate(s) and additional evidence to  demonstrate review of the supply chain cyber security risk management plan(s).  Evidence may include, but is not limited to, policy documents, revision history,  records of review, or workflow evidence from a document management sys...
6eb0fa88-d50a-4f05-8b46-13128f069187	CIP-013	3		may	6	0	C. Compliance  1.  Compliance Monitoring Process  1.1. Compliance Enforcement Authority:  “Compliance Enforcement Authority” (CEA) means NERC or the Regional Entity,  or any entity as otherwise designated by an Applicable Governmental Authority,  in their respective roles of monitoring and/or enforcing compliance with  mandatory and enforceable Reliability Standards in their respective  jurisdicti...
625c5823-d986-4f2c-bbe0-7e3446d7f90b	CIP-013	3		shall	6	1	The Responsible Entity shall keep data or evidence to show compliance as  identified below unless directed by its CEA to retain specific evidence for a  longer period of time as part of an investigation. • Each Responsible Entity shall retain evidence of each requirement in this  standard for three calendar years. • If a Responsible Entity is found non-compliant, it shall keep information  related...
a5df6942-e304-434a-ad9e-25b5490e9531	CIP-013	3		informational	6	0	The Responsible Entity’s supply  chain cyber security risk  management plan(s) did not  include the use of process(es)  in planning for procurement  applicable systems as specified  in Part 1.1, and the supply  chain cyber security risk  management plan(s) did not  include the use of process(es)  for procuring applicable  systems as specified in Part  1.2. OR  The Responsible Entity did not  devel...
38b832fd-412a-4674-901c-975dc1abe75d	CIP-013	3		informational	6	0	The Responsible Entity did not  implement two or more of the  parts in Part 1.2.1 through Part  1.2.6. The Responsible Entity did not  implement the use of  process(es) for procuring  applicable systems as specified  in Part 1.2.  The Responsible Entity did not  implement the use of  process(es) in planning for  procurement of applicable  systems as specified in Part  1.1, and did not implement th...
586427dd-facc-4d89-9f53-089e051309fb	CIP-013	3		informational	8	0	D. Regional Variances  None.
64adb166-2e01-4d17-9923-7d9d1d19ba59	CIP-013	3		informational	8	0	E. Associated Documents  • Implementation Plan for Project 2016-02  • CIP-013-3 Technical Rationale
a8c16c87-fe7e-4a1f-99cb-bd8f795fe757	CIP-013	3		informational	9	0	Version History   Version  Date  Action   Change Tracking   1  08/10/17  Adopted by the NERC Board  of Trustees.  Respond to FERC Order No. 829.  1  10/18/18  FERC Order approving CIP- 013-1. Docket No. RM17-13- 000.    2  11/05/2020  Adopted by the NERC Board  of Trustees.  Modifications to address  directive in FERC Order No. 850.  2  3/18/2021  FERC Order approving CIP- 013-2. Docket No. RD21-2...
